geno	Omi32_a_2_1	Omi32_a_2_2	Omi32_a_2_3	Omi32_a_2_4	Omi32_a_3_1	Omi32_a_3_2	Omi32_a_3_3	Omi32_a_3_4	Omi32_a_4_1	Omi32_a_4_2	Omi32_a_4_3	Omi32_a_4_4	Omi32_a_5_1	Omi32_a_5_2	Omi32_a_5_3	Omi32_a_5_4	Omi32_a_6_1	Omi32_a_6_2	Omi32_a_6_3	Omi32_a_6_4	Omi32_a_7_1	Omi32_a_7_2	Omi32_a_7_3	Omi32_a_7_4	Omi32_a_8_1	Omi32_a_8_2	Omi32_a_8_3	Omi32_a_8_4	Omi32_a_F_1	Omi32_a_F_2	Omi32_a_F_3	Omi32_a_F_4	Omi32_a_F_5	Omi32_a_F_6	Omi32_a_10_1	Omi32_b_2_1	Omi32_b_2_2	Omi32_b_2_3	Omi32_b_2_4	Omi32_b_3_1	Omi32_b_3_2	Omi32_b_3_3	Omi32_b_3_4	Omi32_b_4_1	Omi32_b_4_2	Omi32_b_4_3	Omi32_b_4_4	Omi32_b_5_1	Omi32_b_5_2	Omi32_b_5_3	Omi32_b_5_4	Omi32_b_6_1	Omi32_b_6_2	Omi32_b_6_3	Omi32_b_6_4	Omi32_b_7_1	Omi32_b_7_2	Omi32_b_7_3	Omi32_b_7_4	Omi32_b_8_1	Omi32_b_8_2	Omi32_b_8_3	Omi32_b_8_4	Omi32_b_F_1	Omi32_b_F_2	Omi32_b_F_3	Omi32_b_F_4	Omi32_b_F_5	Omi32_b_F_6	Omi32_b_10_1
0000001010001	0	2166	888	41	2	1518	1055	32	0	468	589	51	98	1039	168	196	919	202	217	0	1529	127	0	0	2387	46	0	0	2	30	30	423	1971	435	0	5	2832	1643	10	1	2720	1092	7	0	2367	2078	431	247	1287	187	313	2530	184	83	0	2808	9	0	0	4371	124	0	0	7	101	224	276	736	1037	1010
0000001010010	0	1079	1007	22	0	788	885	100	76	378	589	92	86	537	234	80	715	229	90	0	1704	44	0	0	1392	0	0	0	0	3	0	516	1386	164	0	1	946	1536	138	2	1450	1043	69	1	1924	1340	28	306	1330	385	132	1428	45	3	0	1844	3	0	0	1692	44	0	0	4	0	9	141	418	729	431
0000001010011	1	400	226	17	1	246	623	3	4	154	142	4	34	498	109	1	549	28	70	0	539	61	0	0	789	0	0	0	0	3	0	449	759	160	0	0	662	934	3	0	487	1062	7	0	586	367	130	295	127	4	0	536	0	5	0	966	140	0	0	1462	166	0	0	1	65	6	122	497	391	151
0000001010100	0	784	1611	113	11	571	674	49	22	98	301	64	66	788	336	141	908	160	99	0	1501	98	0	0	2193	55	0	0	0	10	11	175	1908	225	0	1	1497	2478	95	0	1272	1983	8	1	2573	1381	174	643	840	873	3	1630	174	78	0	2556	148	0	0	3267	42	0	0	24	5	14	667	1332	902	198
0000001010101	0	3	401	0	0	46	375	1	0	0	0	0	17	89	41	81	144	0	155	0	55	6	0	0	361	0	0	0	0	32	1	15	382	14	0	0	253	234	2	0	195	151	0	1	486	0	59	109	0	1	0	3	0	0	0	392	3	0	0	913	0	0	0	0	1	0	35	11	121	153
0000001010110	0	100	967	48	1	0	338	5	0	65	494	2	111	257	103	0	580	1	0	0	382	1	0	0	851	0	0	0	0	3	1	51	626	140	0	1	250	913	0	0	120	614	0	0	449	161	0	0	242	192	0	591	6	0	0	522	163	0	0	733	334	0	0	25	0	35	69	336	401	206
0000001010111	0	71	965	122	1	4	978	46	0	164	330	141	21	316	70	33	289	90	153	0	1062	69	0	0	850	68	0	0	0	2	2	300	1143	136	1	3	139	1863	374	0	488	1597	155	0	724	617	68	159	561	257	1	709	111	1	0	1216	98	0	0	1396	2	0	0	3	3	88	161	400	414	104
0000001011000	0	316	235	0	0	43	83	4	0	97	209	1	0	157	13	0	30	97	0	0	20	0	0	0	319	0	0	0	0	2	0	78	322	90	0	0	496	123	0	0	908	689	1	0	744	73	0	28	53	96	0	209	0	0	0	0	0	0	0	355	0	0	0	2	24	1	8	286	65	225
0000001011001	1	917	611	33	1	723	594	8	0	62	730	39	82	535	150	16	656	188	219	0	822	7	0	0	1924	10	0	0	15	8	25	173	1582	297	0	2	1645	844	98	0	1946	1062	4	0	2396	373	11	469	641	473	1	2140	192	0	0	2468	140	0	0	2586	108	0	0	78	238	131	210	340	1000	151
0000001011010	3	298	312	52	0	470	442	1	0	241	174	66	26	223	123	1	487	3	0	0	275	12	0	0	931	1	0	0	0	3	1	220	457	112	0	0	400	228	1	0	464	683	63	0	557	272	1	547	116	185	0	858	226	1	0	770	2	0	0	718	0	0	0	1	0	0	83	141	315	132
0000001011011	0	756	816	47	0	317	473	7	0	161	535	6	33	541	207	34	303	405	79	0	1364	70	0	0	1538	0	0	0	0	20	1	142	472	94	0	4	491	581	1	3	946	321	9	0	1135	1142	67	75	642	12	158	752	49	14	0	1332	9	0	0	2105	0	0	0	1	0	464	250	752	1100	227
0000001011100	0	845	1450	158	0	412	825	96	0	466	915	152	34	505	477	48	460	334	179	0	2041	57	0	0	2232	16	0	0	4	96	42	499	1694	229	0	0	1207	1649	197	1	1312	2252	110	0	3043	1374	48	269	802	693	10	2756	247	92	0	1186	261	0	0	3250	85	0	0	2	1	5	356	551	828	345
0000001011101	2	142	665	92	0	335	247	31	0	134	244	0	32	226	180	2	198	110	1	0	437	17	0	0	465	0	0	0	6	3	0	108	812	18	0	3	236	758	127	0	387	524	2	0	1038	802	7	1	268	41	1	396	0	1	0	398	90	0	0	1267	45	0	0	29	1	218	113	286	417	216
0000001011110	0	1	657	0	0	45	266	1	0	1	107	5	0	338	49	0	25	46	161	0	385	0	0	0	694	0	0	0	0	1	1	82	197	78	0	0	0	906	0	0	145	449	1	1	576	0	1	0	0	43	1	389	0	0	0	82	0	0	0	868	0	0	0	8	46	129	55	77	240	110
0000001011111	0	161	1155	129	0	159	809	2	3	120	197	67	0	483	153	43	480	60	100	0	978	52	0	0	980	0	0	0	1	3	19	281	878	122	0	1	298	1938	403	1	191	1047	32	0	841	843	1	3	607	158	91	1206	1	1	0	1289	49	0	0	1939	44	0	0	3	3	237	347	439	392	280
0000001100000	0	85	0	0	0	0	0	1	0	43	48	23	0	0	39	0	37	0	0	0	282	0	0	0	120	0	0	0	0	0	0	113	1	15	0	0	0	198	0	0	47	142	1	0	3	51	0	43	5	1	1	0	0	0	0	79	0	0	0	263	38	0	0	0	0	0	0	15	54	0
0000001100001	0	1610	1010	115	0	549	785	64	0	425	591	159	145	902	289	277	857	820	15	0	1820	13	0	0	2674	65	0	0	66	4	11	374	1837	294	0	0	1875	1352	165	0	2307	1888	72	1	2018	1800	350	130	958	330	199	1846	277	8	0	2643	261	0	0	2775	122	0	0	2	67	139	525	395	854	517
0000001100010	1	481	1027	10	1	515	485	1	0	69	376	40	34	332	153	1	405	82	48	0	436	32	0	0	1136	3	0	0	0	6	40	77	1333	168	0	2	341	881	3	0	548	938	119	0	991	944	1	55	218	307	7	260	96	1	0	1160	393	0	0	1371	2	0	0	38	260	70	337	155	425	225
0000001100011	1	164	548	4	0	210	187	9	0	9	208	49	22	114	172	7	211	161	46	0	137	0	0	0	708	0	0	0	0	22	35	166	499	146	0	0	372	485	82	0	840	620	2	1	713	367	0	1	113	271	39	347	119	0	0	763	2	0	0	833	0	0	0	0	19	3	105	126	71	13
0000001100100	0	46	866	61	0	365	735	17	1	56	343	0	20	155	33	27	437	135	34	0	740	23	0	0	1323	0	0	0	1	59	13	330	769	156	0	0	258	840	3	0	582	312	20	0	304	616	138	205	508	1093	6	1554	114	1	0	343	4	0	0	1922	50	0	0	174	28	72	247	303	399	143
0000001100101	1	139	1463	115	0	287	1054	166	1	66	620	107	38	464	85	69	581	299	64	0	1274	0	0	0	1773	0	0	0	1	2	1	182	1017	208	0	0	256	1829	155	0	391	1612	5	0	167	1044	4	49	721	547	4	1148	152	6	0	2215	303	0	0	1285	51	0	0	66	4	136	100	480	571	238
0000001100110	1	354	2348	499	0	143	2027	175	1	314	1233	86	63	1368	449	116	1689	1358	65	0	1733	90	0	0	2957	84	0	0	11	4	52	409	1648	465	0	2	387	3434	779	2	456	2822	133	0	1015	1958	125	2	1111	687	14	853	228	10	0	3385	147	0	0	4346	92	0	0	1	33	256	416	903	1605	652
0000001100111	0	18	1508	768	0	62	1409	52	0	23	1169	42	36	475	404	126	469	189	203	0	1154	84	0	0	2599	18	0	0	44	11	23	452	2206	370	0	0	72	2972	818	1	351	1636	80	1	15	1961	4	178	789	600	260	1903	181	48	0	1476	68	0	0	3534	130	0	0	1	12	4	227	613	903	417
0000001101000	1	1707	815	69	3	947	1289	4	10	474	1039	78	232	1120	381	167	1418	497	132	0	1442	35	0	0	2899	1	0	0	19	7	11	156	1311	525	0	0	1548	1338	108	2	1491	1739	117	3	1760	766	110	147	983	681	94	1309	11	1	0	2069	202	0	0	3150	92	0	0	2	4	504	193	493	932	149
0000001101001	0	1085	726	66	0	467	1192	2	54	300	528	146	49	690	359	114	1128	139	192	0	1941	57	0	0	2792	57	0	0	2	3	49	158	1049	338	0	2	694	1066	6	1	1106	1274	95	0	2445	1243	65	170	837	827	7	893	55	89	0	1895	77	0	0	3052	289	0	0	0	3	87	52	387	1752	190
0000001101010	1	184	281	6	0	377	373	16	0	93	282	6	0	117	3	39	178	139	13	0	369	100	0	0	916	0	0	0	5	3	0	80	490	108	0	1	213	131	3	0	409	436	1	0	792	790	45	109	248	288	0	201	0	0	0	1373	0	0	0	948	47	0	0	0	58	56	96	107	302	19
0000001101011	0	417	595	46	0	264	562	0	0	218	210	1	41	284	227	1	273	127	284	0	707	3	0	0	934	1	0	0	0	1	38	318	764	220	0	1	322	1220	55	0	720	785	138	1	450	478	18	6	416	9	3	992	121	141	0	630	62	0	0	1157	272	0	0	0	202	75	208	292	546	28
0000001101100	0	172	442	0	0	191	147	0	0	0	31	2	5	90	56	0	313	142	14	0	486	0	0	0	348	0	0	0	0	0	1	32	449	66	0	0	188	858	30	0	335	500	1	0	608	233	0	0	68	0	0	326	44	76	0	200	1	0	0	588	0	0	0	2	0	0	92	126	151	3
0000001101101	0	116	391	19	6	43	968	0	5	235	144	1	98	295	112	0	458	165	0	0	732	10	0	0	705	1	0	0	18	1	1	182	713	92	0	0	54	837	101	2	279	561	67	0	366	472	123	178	129	0	0	493	81	92	0	508	5	0	0	693	177	0	0	3	4	4	50	131	1121	104
0000001101110	0	119	1474	442	2	71	1673	71	0	174	830	23	78	727	244	39	415	397	143	0	1274	124	0	0	1918	0	0	0	3	6	42	449	1073	232	0	2	250	1514	679	0	634	1953	67	0	172	1571	298	144	552	256	137	1369	280	1	0	2212	106	0	0	2709	42	0	0	6	198	204	512	554	865	110
0000001101111	0	3	799	175	0	2	553	31	0	18	348	40	12	128	84	93	138	151	4	0	190	2	0	0	1303	0	0	0	78	4	3	173	816	181	0	2	16	1684	299	0	140	698	105	0	1	875	18	156	84	433	1	4	1	9	0	754	0	0	0	1831	4	0	0	0	39	9	211	78	524	3
0000001110000	0	241	110	0	0	231	141	8	0	129	215	0	0	144	76	0	83	14	33	0	72	0	0	0	369	0	0	0	0	1	0	2	118	29	0	0	328	240	1	0	189	309	7	0	276	118	0	130	149	84	0	187	79	0	0	359	0	0	0	654	0	0	0	0	0	49	40	65	121	1
0000001110001	0	1350	654	2	0	797	1077	14	1	374	763	234	61	452	159	7	1001	131	58	0	1270	39	0	0	2219	0	0	0	18	4	5	292	922	426	0	0	1262	1757	5	3	1333	1199	7	0	1407	820	186	15	611	249	3	1388	91	2	0	1348	177	0	0	2307	161	0	0	3	6	54	265	165	1147	300
0000001110010	0	145	103	0	0	67	44	0	0	9	58	0	0	105	28	0	17	0	0	0	374	0	0	0	382	0	0	0	0	2	0	76	172	0	0	0	255	293	0	0	317	97	30	0	538	251	1	0	211	4	83	750	0	0	0	802	2	0	0	742	0	0	0	0	0	0	24	2	4	1
0000001110011	0	69	316	7	0	72	133	0	0	11	122	0	0	157	41	0	320	5	125	0	361	32	0	0	576	0	0	0	0	36	0	6	100	118	0	0	188	443	90	0	520	203	3	1	154	330	0	0	64	1	0	2	1	0	0	562	11	0	0	442	24	0	0	0	0	183	56	187	42	411
0000001110100	0	707	3625	222	3	925	2637	221	1	1083	1586	273	58	1990	473	31	1414	678	256	0	4836	133	0	0	4611	1	0	0	12	18	37	602	2402	774	0	6	1079	5587	212	0	1750	3565	408	0	3543	2309	267	703	880	831	272	2590	359	9	0	4865	497	0	0	6353	4	0	0	91	168	163	774	1017	2131	862
0000001110101	0	330	1079	63	1	314	709	46	12	1	419	131	80	235	104	1	380	292	219	0	546	1	0	0	1592	1	0	0	0	2	3	252	1229	189	0	0	374	924	3	0	341	1062	178	0	166	818	3	77	18	162	4	1157	42	0	0	1503	0	0	0	869	51	0	0	2	4	92	120	236	578	226
0000001110110	0	177	441	32	0	109	433	0	0	1	580	2	0	193	231	14	564	300	61	0	565	1	0	0	873	1	0	0	0	2	27	109	801	71	0	2	58	675	1	0	350	648	116	1	1359	535	1	69	594	68	1	621	0	92	0	866	0	0	0	1262	0	0	0	0	0	7	130	228	399	53
0000001110111	0	105	652	121	1	202	638	11	0	163	384	156	1	360	154	24	567	135	75	0	610	7	0	0	708	24	0	0	1	0	2	108	255	153	0	1	192	1856	218	1	251	812	0	0	128	555	148	104	293	440	1	13	2	143	0	776	2	0	0	1716	61	0	0	1	2	120	226	260	495	8
0000001111000	0	551	280	10	0	188	419	38	0	173	429	58	21	440	239	93	215	164	0	0	865	20	0	0	1226	0	0	0	0	2	1	101	643	155	0	0	196	295	138	0	206	734	2	0	429	455	17	0	275	253	154	371	226	0	0	1073	48	0	0	1221	89	0	0	75	1	84	129	166	426	33
0000001111001	0	780	477	44	0	396	507	24	0	280	340	113	15	355	194	160	503	195	116	0	644	68	0	0	1247	0	0	0	4	0	3	7	1182	201	0	1	663	1182	9	1	405	1134	4	0	680	814	45	96	621	471	3	869	121	5	0	771	4	0	0	1267	66	0	0	103	119	6	379	217	558	209
0000001111010	0	407	610	31	0	263	600	2	0	296	640	21	3	468	255	74	407	82	34	0	769	32	0	0	1926	0	0	0	0	4	1	145	709	138	0	1	1024	630	142	0	451	458	58	0	1341	140	2	75	374	531	98	1387	0	1	0	738	0	0	0	1807	0	0	0	1	3	10	48	179	296	59
0000001111011	0	500	307	11	0	73	195	39	0	6	197	60	0	140	64	22	154	0	43	0	800	28	0	0	734	0	0	0	0	3	1	0	395	115	0	0	355	248	1	1	169	137	138	0	963	363	2	173	269	112	395	617	96	0	0	916	1	0	0	881	0	0	0	2	26	3	3	53	157	1
0000001111100	2	849	2752	225	2	735	2798	87	6	363	1302	203	85	761	317	113	1875	630	108	0	2114	120	0	0	3695	26	0	0	68	7	79	457	3262	606	0	4	2018	4648	551	1	1282	2762	274	0	1971	2431	203	323	1596	490	135	2429	169	239	0	3019	58	0	0	4906	201	0	0	2	0	216	550	868	2332	425
0000001111101	0	135	1094	48	1	302	519	53	0	338	40	72	55	433	107	0	347	157	0	0	573	12	0	0	1303	1	0	0	0	1	4	36	910	144	0	2	303	1116	7	1	362	936	68	0	1129	937	45	51	493	642	3	948	30	0	0	1346	3	0	0	1464	74	0	0	0	169	95	135	387	417	141
0000001111110	0	107	3604	240	1	461	2149	94	3	314	2172	83	60	1597	540	17	2162	933	118	0	2559	29	0	0	4777	0	0	0	55	9	39	349	2269	663	1	2	464	4038	219	4	1326	3917	110	0	934	2388	438	177	1440	431	284	2284	169	111	0	4891	120	0	0	4648	171	0	0	103	69	97	298	1039	1874	322
0000001111111	0	49	667	84	1	10	512	25	1	43	264	0	65	111	34	0	297	312	2	0	351	54	0	0	848	0	0	0	23	5	16	85	365	93	0	0	172	904	98	0	95	881	55	0	2	326	1	1	131	2	1	780	63	0	0	563	168	0	0	879	37	0	0	0	2	84	78	106	369	114
0000010000000	0	1412	300	50	33	686	422	8	1	224	286	33	82	798	190	3	672	161	1	0	1161	7	0	0	1425	0	0	0	44	3	5	234	1114	57	0	1	909	285	78	0	1123	472	33	0	941	119	29	194	655	244	13	1040	173	203	0	1369	1	0	0	1793	55	0	0	94	35	455	515	557	159	275
0000010000001	0	4542	1045	41	4	2513	1866	13	0	1337	1209	197	241	2178	151	424	2264	651	250	0	3210	89	0	0	5162	44	0	0	3	37	117	1372	5307	422	0	2	4092	2833	432	111	4249	2756	154	0	6028	1554	14	765	1264	389	109	4440	284	290	0	3762	152	0	0	5926	345	0	0	9	185	848	3192	1942	1625	580
0000010000010	0	384	61	1	0	251	117	0	0	91	0	1	0	65	5	2	199	5	46	0	337	64	0	0	605	0	0	0	53	0	1	203	300	12	0	0	187	285	2	0	859	433	75	0	61	0	0	0	265	66	1	397	0	0	0	1544	52	0	0	322	0	0	0	1	0	9	207	212	77	5
0000010000011	0	793	452	51	0	631	657	54	0	423	195	26	45	365	130	17	398	5	153	0	1332	17	0	0	1396	0	0	0	0	4	3	960	1001	126	0	1	1060	590	2	1	723	440	7	0	1233	727	1	375	523	1	52	579	123	0	0	1394	2	0	0	1501	60	0	0	26	3	306	332	278	107	462
0000010000100	0	1060	904	51	0	711	670	3	5	427	887	3	93	768	151	23	556	734	141	0	828	59	0	0	2315	0	0	0	12	54	54	1015	1963	132	0	0	1008	1020	3	1	2085	1136	93	0	1760	417	1	60	470	613	272	1969	117	10	0	1445	159	0	0	2884	7	0	0	167	4	89	773	666	335	880
0000010000101	1	1011	1405	58	2	859	1062	21	1	409	389	130	113	477	128	171	965	321	113	0	1187	1	0	0	1725	0	0	0	31	9	168	448	1967	111	1	3	620	2007	95	3	1912	1502	244	0	2062	570	9	407	765	847	2	1878	62	219	0	2122	159	0	0	2253	76	0	0	0	82	584	963	701	680	88
0000010000110	0	70	1179	80	0	371	922	40	0	233	374	60	89	717	90	93	784	26	0	0	861	54	0	0	936	0	0	0	4	3	20	852	1378	120	0	2	608	1184	330	0	994	998	62	1	1288	884	16	142	412	221	75	1889	0	94	0	952	152	0	0	1443	3	0	0	192	0	494	598	701	993	63
0000010000111	1	0	467	76	0	87	545	1	0	100	159	4	2	163	61	228	30	150	145	0	396	0	0	0	792	0	0	0	0	0	0	446	379	79	0	0	1	476	0	0	207	545	4	0	282	302	0	0	277	113	0	371	89	3	0	546	61	0	0	885	0	0	0	0	5	123	229	292	261	88
0000010001000	0	1416	430	8	0	644	471	3	3	665	956	24	99	338	185	72	739	83	193	0	967	25	0	0	1781	5	0	0	3	63	79	544	1572	114	0	0	1165	714	130	144	2417	1010	85	0	2559	734	7	86	712	231	1	1705	199	9	0	1546	6	0	0	3006	29	0	0	75	31	54	556	798	548	574
0000010001001	0	419	159	1	0	298	439	0	0	66	91	17	0	177	75	0	22	0	0	0	41	0	0	0	620	0	0	0	0	0	2	193	186	36	0	0	341	126	82	57	434	323	0	0	598	157	1	1	234	4	0	141	95	1	0	621	85	0	0	504	1	0	0	1	0	71	111	102	90	0
0000010001010	1	665	683	4	0	612	517	4	3	329	218	37	75	502	90	4	416	146	89	0	992	47	0	0	1712	1	0	0	58	61	3	408	1076	65	0	0	1542	702	2	0	1194	836	3	0	1260	652	1	235	519	128	8	291	104	2	0	930	0	0	0	2638	119	0	0	59	3	4	257	339	29	38
0000010001011	0	841	178	42	1	373	459	6	0	73	43	59	17	124	20	8	234	164	10	0	345	9	0	0	960	0	0	0	5	127	1	346	509	54	1	2	1096	404	100	2	756	486	2	0	1629	241	112	73	165	242	5	1264	12	0	0	1174	23	0	0	1318	1	0	0	0	0	164	296	452	178	219
0000010001100	0	894	576	84	0	764	479	3	74	181	688	175	110	469	158	3	953	80	38	0	1068	41	0	0	2056	0	0	0	0	9	0	818	1702	60	0	1	394	1367	110	0	2081	489	6	0	1969	720	3	399	621	246	2	2078	56	2	0	1607	189	0	0	2711	31	0	0	0	75	142	744	963	709	424
0000010001101	0	1115	1228	81	0	352	576	48	0	325	288	50	79	527	104	3	556	311	143	0	1543	38	0	0	2444	0	0	0	56	6	3	727	1480	121	0	1	1372	2121	101	1	1227	1241	40	1	2022	1328	214	142	478	489	11	1862	296	0	0	1843	0	0	0	2882	112	0	0	0	5	332	779	636	578	411
0000010001110	0	67	778	4	0	210	325	11	0	70	191	1	19	277	158	0	690	69	72	0	754	4	0	0	706	0	0	0	0	1	1	762	739	61	0	0	359	1073	5	1	470	328	12	0	4	286	6	165	243	236	0	792	81	1	0	594	1	0	0	798	1	0	0	0	2	220	522	324	154	101
0000010001111	0	18	368	0	0	151	110	1	1	98	325	0	19	191	1	0	56	1	75	0	285	27	0	0	94	0	0	0	0	6	20	49	357	32	0	0	70	517	0	1	0	199	1	0	4	19	0	0	189	1	97	327	9	0	0	605	0	0	0	595	0	0	0	1	3	1	86	84	14	1
0000010010000	1	327	137	8	0	165	370	1	0	118	370	70	10	691	131	0	404	16	1	0	484	0	0	0	817	0	0	0	63	0	3	397	966	111	0	0	1067	286	55	0	887	139	77	0	542	42	0	55	169	102	54	1268	36	0	0	1469	1	0	0	723	55	0	0	1	74	8	258	252	327	53
0000010010001	0	773	289	34	0	598	652	3	0	289	339	47	105	245	58	2	733	95	1	0	1145	0	0	0	733	0	0	0	0	2	52	611	907	72	0	2	955	276	3	1	1194	545	89	0	1048	392	7	175	252	13	1	825	1	1	0	964	9	0	0	1549	3	0	0	3	3	145	415	495	285	8
0000010010010	1	2784	971	120	4	2637	878	47	16	733	1021	116	132	1646	229	63	1538	358	235	0	2784	46	0	0	3959	1	0	0	5	10	135	1101	4388	289	1	4	2962	2669	126	2	3539	1532	179	0	4596	1533	78	381	2080	383	20	5758	167	78	0	6020	386	0	0	5241	202	0	0	53	93	641	1667	1906	1235	800
0000010010011	0	891	250	2	1	431	346	1	1	205	284	6	10	93	61	0	550	228	4	0	608	7	0	0	1180	15	0	0	49	2	2	406	563	45	0	4	336	598	3	0	387	298	0	0	721	219	3	169	191	5	0	381	0	0	0	100	4	0	0	944	39	0	0	34	0	0	170	384	143	200
0000010010100	1	695	771	16	1	338	420	60	0	25	206	78	76	543	53	64	559	3	16	0	184	12	0	0	1221	0	0	0	0	69	56	908	1226	107	0	2	884	1230	173	1	1052	705	1	1	3521	477	3	188	179	267	226	1576	36	36	0	1564	3	0	0	1497	1	0	0	1	59	151	619	351	121	1
0000010010101	0	479	260	7	0	191	242	37	0	102	481	13	0	164	4	3	370	32	65	0	657	0	0	0	388	28	0	0	2	3	30	345	209	31	0	0	432	676	1	0	588	276	1	0	1218	51	0	222	236	1	67	771	44	246	0	1249	0	0	0	925	0	0	0	1	0	175	583	177	121	0
0000010010110	0	248	1085	53	0	96	641	2	0	151	329	0	0	323	121	2	627	0	79	0	936	15	0	0	1020	22	0	0	0	36	22	357	1793	73	0	2	214	1098	152	0	567	298	64	0	1148	1080	187	0	198	257	70	1128	85	0	0	1034	125	0	0	1693	84	0	0	0	2	304	242	300	461	529
0000010010111	0	130	767	0	0	200	486	5	0	72	131	0	3	271	85	0	703	98	0	0	642	0	0	0	360	0	0	0	0	3	0	184	772	69	0	0	238	783	0	0	753	471	60	0	1187	26	3	260	546	83	0	360	2	26	0	445	22	0	0	972	95	0	0	3	31	116	387	331	163	22
0000010011000	0	1144	48	1	0	978	512	2	1	188	655	77	60	636	89	84	589	241	151	0	1104	108	0	0	1236	25	0	0	2	3	0	973	1000	52	0	1	1029	437	2	1	2003	547	100	0	1647	915	2	3	720	546	6	1377	191	3	0	1412	63	0	0	1979	56	0	0	1	1	142	1124	584	179	252
0000010011001	0	1112	99	5	0	605	417	0	0	1	210	3	0	377	33	1	491	48	28	0	463	13	0	0	743	1	0	0	0	4	116	136	991	88	0	4	518	233	8	3	595	439	84	0	1181	656	46	2	552	57	8	1250	0	0	0	1409	6	0	0	1310	1	0	0	4	16	2	239	48	62	1
0000010011010	1	869	194	6	0	897	393	5	1	253	480	1	149	634	188	2	556	295	29	0	1093	2	0	0	634	1	0	0	3	6	53	576	1794	133	0	5	1106	1231	6	1	1495	745	9	1	2184	659	117	274	710	481	80	1357	151	1	0	1594	76	0	0	1853	4	0	0	1	27	122	385	441	208	593
0000010011011	91	5650	1559	209	2	2907	2522	141	0	1402	1228	278	230	2784	730	274	3392	952	353	0	4659	321	0	0	5664	115	0	0	1	73	135	3008	5735	732	0	3	5199	3785	471	4	6591	2510	269	0	6121	1886	477	969	2276	1070	46	5604	594	132	0	6080	266	0	0	7088	165	0	0	490	283	974	1236	2846	2758	791
0000010011100	0	1522	999	82	1	800	813	61	1	626	278	16	91	1015	266	43	725	289	112	0	1177	61	0	0	2262	0	0	0	13	3	37	720	2152	197	0	3	1101	934	4	0	1550	883	113	1	2026	856	2	383	859	382	4	1182	186	5	0	2269	48	0	0	1819	3	0	0	1	0	105	1236	868	307	144
0000010011101	0	747	395	102	0	404	226	27	2	109	321	2	39	486	30	76	737	105	33	0	1216	1	0	0	1599	0	0	0	1	31	38	240	1062	64	0	7	1002	642	196	1	1308	496	14	0	1315	822	1	135	494	43	67	735	116	12	0	365	14	0	0	1208	130	0	0	101	5	85	749	572	398	184
0000010011110	0	131	0	0	0	0	0	0	0	0	0	0	0	37	0	6	10	163	0	0	7	0	0	0	80	0	0	0	0	1	1	0	145	0	0	1	167	11	0	0	252	148	0	0	0	1	0	0	93	1	3	246	49	0	0	63	0	0	0	0	93	0	0	0	4	0	21	97	42	13
0000010011111	0	77	283	0	0	179	215	0	0	106	106	16	27	160	0	0	83	0	1	0	57	0	0	0	257	0	0	0	0	0	1	269	290	30	0	0	208	350	1	0	458	398	1	0	3	224	0	107	99	55	0	408	0	2	0	8	0	0	0	162	0	0	0	46	2	119	244	40	217	155
0000010100000	0	1030	54	4	1	309	262	0	98	88	276	5	37	238	26	1	752	40	3	0	232	29	0	0	492	0	0	0	4	41	19	326	797	131	0	0	709	200	228	1	379	430	26	0	1092	85	3	10	186	342	1	812	0	9	0	623	1	0	0	1132	22	0	0	0	31	98	436	267	594	26
0000010100001	0	747	22	0	0	275	224	1	0	0	142	82	15	516	103	0	159	78	2	0	691	15	0	0	705	0	0	0	0	6	13	199	863	52	0	2	714	164	1	0	753	172	59	0	1183	198	0	0	450	63	0	834	75	1	0	838	2	0	0	825	61	0	0	0	3	0	16	142	468	199
0000010100010	0	1115	311	6	0	663	586	19	0	106	132	110	17	665	57	0	259	339	39	0	1013	90	0	0	1078	44	0	0	2	6	9	600	1519	135	0	1	1582	734	60	6	2007	356	6	0	3050	762	55	396	289	238	9	1194	230	6	0	1740	0	0	0	1617	3	0	0	5	5	5	454	445	1045	29
0000010100011	0	670	92	4	0	171	154	1	0	296	288	35	22	369	7	1	465	27	84	0	151	0	0	0	397	0	0	0	6	14	27	105	386	62	0	0	468	317	0	0	917	406	2	0	117	92	64	81	511	156	3	627	138	1	0	868	0	0	0	1086	4	0	0	0	0	83	242	153	157	4
0000010100100	1	349	268	30	1	448	328	0	0	314	232	17	19	504	30	1	521	58	76	0	934	1	0	0	1296	16	0	0	5	0	68	127	1127	64	0	0	722	825	65	0	447	928	1	0	792	305	3	1	189	187	96	607	50	2	0	631	9	0	0	1737	77	0	0	0	0	274	503	482	629	68
0000010100101	0	657	770	25	0	240	422	45	0	140	43	2	47	209	44	0	400	124	154	0	1065	0	0	0	948	10	0	0	0	7	46	146	706	92	0	0	327	865	4	1	761	712	36	0	2112	614	0	276	712	405	69	724	106	0	0	1212	265	0	0	1088	144	0	0	1	31	8	280	226	326	142
0000010100110	0	161	1141	8	3	171	918	1	1	371	378	21	26	575	276	1	736	367	269	0	1346	25	0	0	1696	0	0	0	5	36	5	747	1913	182	0	0	344	1905	3	2	1139	1633	56	0	1968	645	91	16	842	304	62	2755	132	54	0	1446	19	0	0	2634	51	0	0	109	1	236	310	576	571	1
